v
99.97184025007522
99.85899633016608
99.74489734246293
99.62828630769013
99.50785754125422
99.38222819950798
99.24990773869806
99.10926439512593
98.95848775240555
98.79554641806752
98.61813980796896
98.42364306194077
98.20904424573558
97.97087330581198
97.7051228743515
97.4071621667832
97.07164717993786
96.69243363593705
96.262504260364
95.7739298915628
95.21789565170792
94.58484005887613
93.86477721029345
93.04789925251185
92.12558413773363
91.09195147211692
89.94609579777028
88.69504696870342
87.35731605398058
85.96654579973044
84.57431346601699
83.25066455594967
82.08078057010523
81.1566829980166
80.56427138023852
80.39152129195406
81.5087000008993
82.94308558305491
84.50915124441605
86.10533436743451
87.65492360463963
89.10715889093173
90.43379045509727
91.62371509495921
92.67753937219209
93.60302538267194
94.41170944642043
95.11661333810557
95.73082074108005
96.26667312587907
96.73537711531357
97.14686796147214
97.50982188533953
97.83174750764319
98.11911325581349
98.37748549283324
98.61166355215255
98.82580491474862
99.02353794722023
99.20806200531335
99.38223599163328
99.54865710209694
99.70973179068125
99.86774109663183
99.97510986105365
99.81723966146926
99.6567726263271
99.49141826241109
99.31875859326966
99.13618046774356
98.94080114496663
98.7293846024956
98.49824595171854
98.24314139655324
97.95914150036472
97.64048638898534
97.28042337868632
96.871031087195
96.40304052514891
95.86567469787528
95.2465464173664
94.5316826220005
93.70578625676201
92.75290620427559
91.65775930462567
90.40802048710262
88.99792531581599
87.43342921062825
85.73880737765441
83.9638204584782
82.18940108411417
80.52858205756715
79.20000724434843
79.20935440353657
79.69614565101992
80.58293368819902
81.77901432400641
83.1800674138684
84.68500362730468
86.20789578835495
87.6837720985857
89.06916465573366
90.33930970409686
91.48389182840461
92.50268935745996
93.40185331898627
94.19107197268357
94.88159046194087
95.48493109144525
96.01213275547101
96.4733479488371
96.87767140659693
97.23310992158076
97.54663212025665
97.82425873726433
98.07116910856601
98.29180971193168
98.48999706358846
98.66901128427338
98.83167903113684
98.98044583989908
99.1174386341527
99.24451948120819
99.36333178419257
99.47534008092003
99.58186455061795
99.6841112313883
99.78319885620164
99.88018312810506
